FIPS code,State,Jurisdiction,Equipment Type,Make,Model,VVPAT,Polling Place,Accessible Use,Early Voting,Absentee Ballots
4800100000,Texas,Anderson County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4800100000,Texas,Anderson County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4800100000,Texas,Anderson County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4800100000,Texas,Anderson County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4800300000,Texas,Andrews County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,Yes,Yes
4800300000,Texas,Andrews County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4800300000,Texas,Andrews County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4800500000,Texas,Angelina County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4800500000,Texas,Angelina County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4800500000,Texas,Angelina County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4800700000,Texas,Aransas County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4800700000,Texas,Aransas County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes
4800700000,Texas,Aransas County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4800900000,Texas,Archer County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4800900000,Texas,Archer County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4800900000,Texas,Archer County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4801100000,Texas,Armstrong County,DRE-Touchscreen,Election Systems & Software,iVotronic,No,Yes,Yes,Yes,No
4801100000,Texas,Armstrong County,Hand Counted Paper Ballots,Not Applicable,Not Applicable,N/A,Yes,No,Yes,Yes
4801100000,Texas,Armstrong County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4801300000,Texas,Atascosa County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4801300000,Texas,Atascosa County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4801300000,Texas,Atascosa County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4801300000,Texas,Atascosa County,DRE-Touchscreen,Election Systems & Software,ExpressTouch,No,Yes,Yes,Yes,No
4801500000,Texas,Austin County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4801500000,Texas,Austin County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4801500000,Texas,Austin County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4801500000,Texas,Austin County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4801700000,Texas,Bailey County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes
4801700000,Texas,Bailey County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4801700000,Texas,Bailey County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4801900000,Texas,Bandera County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4801900000,Texas,Bandera County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes
4801900000,Texas,Bandera County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4802100000,Texas,Bastrop County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,Yes,No,Yes,Yes
4802100000,Texas,Bastrop County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4802100000,Texas,Bastrop County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4802300000,Texas,Baylor County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4802300000,Texas,Baylor County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4802300000,Texas,Baylor County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4802500000,Texas,Bee County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4802500000,Texas,Bee County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4802500000,Texas,Bee County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4802700000,Texas,Bell County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4802700000,Texas,Bell County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4802700000,Texas,Bell County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,No,No,No,Yes
4802700000,Texas,Bell County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4802900000,Texas,Bexar County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4802900000,Texas,Bexar County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4802900000,Texas,Bexar County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,No,No,No,Yes
4802900000,Texas,Bexar County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4802900000,Texas,Bexar County,DRE-Touchscreen,Election Systems & Software,ExpressTouch,No,Yes,Yes,Yes,No
4802900000,Texas,Bexar County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4803100000,Texas,Blanco County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4803100000,Texas,Blanco County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4803100000,Texas,Blanco County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4803300000,Texas,Borden County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4803300000,Texas,Borden County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4803300000,Texas,Borden County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4803500000,Texas,Bosque County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4803500000,Texas,Bosque County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4803500000,Texas,Bosque County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4803700000,Texas,Bowie County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4803700000,Texas,Bowie County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4803700000,Texas,Bowie County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4803700000,Texas,Bowie County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4803900000,Texas,Brazoria County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4803900000,Texas,Brazoria County,Batch-Fed Optical Scanner,Hart InterCivic,Ballot Now,N/A,No,No,No,Yes
4803900000,Texas,Brazoria County,Electronic Poll Book,Robis,AskED ePollbook,N/A,Yes,No,Yes,No
4803900000,Texas,Brazoria County,Remote Ballot Marking System: Server-Side,Democracy Live,OmniBallot Online,N/A,No,No,No,No
4804100000,Texas,Brazos County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4804100000,Texas,Brazos County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4804100000,Texas,Brazos County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4804100000,Texas,Brazos County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No
4804300000,Texas,Brewster County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4804300000,Texas,Brewster County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4804300000,Texas,Brewster County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4804500000,Texas,Briscoe County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4804500000,Texas,Briscoe County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4804500000,Texas,Briscoe County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4804700000,Texas,Brooks County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4804700000,Texas,Brooks County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4804700000,Texas,Brooks County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4804900000,Texas,Brown County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4804900000,Texas,Brown County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4804900000,Texas,Brown County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4805100000,Texas,Burleson County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4805100000,Texas,Burleson County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4805100000,Texas,Burleson County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4805300000,Texas,Burnet County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No
4805300000,Texas,Burnet County,Batch-Fed Optical Scanner,Hart InterCivic,Ballot Now,N/A,No,No,No,Yes
4805300000,Texas,Burnet County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4805500000,Texas,Caldwell County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4805500000,Texas,Caldwell County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4805500000,Texas,Caldwell County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4805500000,Texas,Caldwell County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4805700000,Texas,Calhoun County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,Yes,Yes
4805700000,Texas,Calhoun County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4805700000,Texas,Calhoun County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4805900000,Texas,Callahan County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4805900000,Texas,Callahan County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4805900000,Texas,Callahan County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4806100000,Texas,Cameron County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4806100000,Texas,Cameron County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4806100000,Texas,Cameron County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,No,No,No,Yes
4806100000,Texas,Cameron County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4806100000,Texas,Cameron County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4806300000,Texas,Camp County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes
4806300000,Texas,Camp County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4806300000,Texas,Camp County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4806500000,Texas,Carson County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,Yes,Yes
4806500000,Texas,Carson County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4806500000,Texas,Carson County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4806700000,Texas,Cass County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4806700000,Texas,Cass County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4806700000,Texas,Cass County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4806900000,Texas,Castro County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No
4806900000,Texas,Castro County,Hand Counted Paper Ballots,Not Applicable,Not Applicable,N/A,No,No,No,Yes
4806900000,Texas,Castro County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4807100000,Texas,Chambers County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4807100000,Texas,Chambers County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4807100000,Texas,Chambers County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4807100000,Texas,Chambers County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No
4807300000,Texas,Cherokee County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4807300000,Texas,Cherokee County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4807300000,Texas,Cherokee County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4807500000,Texas,Childress County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4807500000,Texas,Childress County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4807500000,Texas,Childress County,Electronic Poll Book,Data Unavailable,Data Unavailable,N/A,Yes,No,Yes,No
4807700000,Texas,Clay County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4807700000,Texas,Clay County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4807700000,Texas,Clay County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4807900000,Texas,Cochran County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4807900000,Texas,Cochran County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4807900000,Texas,Cochran County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4808100000,Texas,Coke County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4808100000,Texas,Coke County,Hand Counted Paper Ballots,Not Applicable,Not Applicable,N/A,No,No,No,Yes
4808100000,Texas,Coke County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4808300000,Texas,Coleman County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4808300000,Texas,Coleman County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4808300000,Texas,Coleman County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4808500000,Texas,Collin County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4808500000,Texas,Collin County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4808500000,Texas,Collin County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,No,No,No,Yes
4808500000,Texas,Collin County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4808500000,Texas,Collin County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4808500000,Texas,Collin County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4808500000,Texas,Collin County,DRE-Touchscreen,Election Systems & Software,ExpressTouch,No,Yes,Yes,Yes,No
4808700000,Texas,Collingsworth County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes
4808700000,Texas,Collingsworth County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4808700000,Texas,Collingsworth County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4808900000,Texas,Colorado County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4808900000,Texas,Colorado County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4808900000,Texas,Colorado County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4809100000,Texas,Comal County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4809100000,Texas,Comal County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4809100000,Texas,Comal County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4809300000,Texas,Comanche County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4809300000,Texas,Comanche County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4809300000,Texas,Comanche County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4809500000,Texas,Concho County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4809500000,Texas,Concho County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes
4809500000,Texas,Concho County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4809700000,Texas,Cooke County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4809700000,Texas,Cooke County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4809700000,Texas,Cooke County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4809700000,Texas,Cooke County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4809900000,Texas,Coryell County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4809900000,Texas,Coryell County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4809900000,Texas,Coryell County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4810100000,Texas,Cottle County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4810100000,Texas,Cottle County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4810100000,Texas,Cottle County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4810300000,Texas,Crane County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4810300000,Texas,Crane County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4810300000,Texas,Crane County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4810500000,Texas,Crockett County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes
4810500000,Texas,Crockett County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4810500000,Texas,Crockett County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4810700000,Texas,Crosby County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4810700000,Texas,Crosby County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4810700000,Texas,Crosby County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4810900000,Texas,Culberson County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4810900000,Texas,Culberson County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4810900000,Texas,Culberson County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4811100000,Texas,Dallam County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
4811100000,Texas,Dallam County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4811100000,Texas,Dallam County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4811300000,Texas,Dallas County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4811300000,Texas,Dallas County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4811300000,Texas,Dallas County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4811300000,Texas,Dallas County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,No,No,No,Yes
4811300000,Texas,Dallas County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No
4811500000,Texas,Dawson County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4811500000,Texas,Dawson County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4811500000,Texas,Dawson County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4812300000,Texas,DeWitt County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4812300000,Texas,DeWitt County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes
4812300000,Texas,DeWitt County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4811700000,Texas,Deaf Smith County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4811700000,Texas,Deaf Smith County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4811700000,Texas,Deaf Smith County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4811900000,Texas,Delta County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4811900000,Texas,Delta County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4811900000,Texas,Delta County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4812100000,Texas,Denton County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No
4812100000,Texas,Denton County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4812100000,Texas,Denton County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4812100000,Texas,Denton County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4812500000,Texas,Dickens County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No
4812500000,Texas,Dickens County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4812500000,Texas,Dickens County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4812700000,Texas,Dimmit County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,Yes,Yes
4812700000,Texas,Dimmit County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4812700000,Texas,Dimmit County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4812900000,Texas,Donley County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,Yes,Yes
4812900000,Texas,Donley County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4812900000,Texas,Donley County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4813100000,Texas,Duval County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes
4813100000,Texas,Duval County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No
4813100000,Texas,Duval County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4813300000,Texas,Eastland County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No
4813300000,Texas,Eastland County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes
4813300000,Texas,Eastland County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4813500000,Texas,Ector County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No
4813500000,Texas,Ector County,Batch-Fed Optical Scanner,Hart InterCivic,Ballot Now,N/A,No,No,No,Yes
4813500000,Texas,Ector County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4813700000,Texas,Edwards County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes
4813700000,Texas,Edwards County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No
4813700000,Texas,Edwards County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No
4814100000,Texas,El Paso County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4814100000,Texas,El Paso County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4814100000,Texas,El Paso County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4814100000,Texas,El Paso County,DRE-Touchscreen,Election Systems & Software,ExpressTouch,No,Yes,Yes,Yes,No
4814100000,Texas,El Paso County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No
4813900000,Texas,Ellis County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No
4813900000,Texas,Ellis County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No
4813900000,Texas,Ellis County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes
4813900000,Texas,Ellis County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No
4814300000,Texas,Erath County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes
